id,situacao,nome,geojson,acidentes_10m,acidentes_20m,acidentes_50m,acidentes_100m,acidentes_200m
365,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1432889555023,-30.0120567285782],[-51.1433608653811,-30.0127343359854]]]}",0,0,0,0,0
366,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1433608653811,-30.0127343359854],[-51.1434228691775,-30.0133927850028]]]}",0,0,0,0,0
367,CONCLUIDO,GOMES DE FREITAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1434228691775,-30.0133927850028],[-51.1434519904733,-30.0137096078884]]]}",0,0,0,0,0
368,CONCLUIDO,TRES MENINAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1925471066893,-30.1225593397849],[-51.192473154489,-30.1228007491405],[-51.1926061486721,-30.1233248771551],[-51.1927731082637,-30.1240564297582],[-51.192794222877,-30.1242424484907],[-51.1926051863821,-30.124249491477],[-51.1900859824605,-30.1240704451962],[-51.1879583410608,-30.1248857661706],[-51.186044245766,-30.1249495906481],[-51.1840475802363,-30.1253757332012],[-51.1797015089911,-30.1291897967011]]]}",0,0,0,0,0
369,CONCLUIDO,LYDIA MOSCHETTI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1163434295091,-30.0164775515689],[-51.1164533540853,-30.0178238047416]]]}",0,0,0,0,0
370,CONCLUIDO,LYDIA MOSCHETTI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1164533540853,-30.0178238047416],[-51.1165414258183,-30.018901709375]]]}",0,0,0,0,1
371,CONCLUIDO,LYDIA MOSCHETTI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1165414258183,-30.018901709375],[-51.1166234906557,-30.0198273929437]]]}",0,0,0,0,1
372,CONCLUIDO,SARGENTO SILVIO DELMAR HOLLENBACH,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1096674676016,-30.0187035220096],[-51.1097215180122,-30.019398076444]]]}",0,0,0,0,0
373,CONCLUIDO,SARGENTO SILVIO DELMAR HOLLENBACH,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1095374863304,-30.0172986445623],[-51.1096066030887,-30.0179976973303]]]}",0,0,0,0,0
374,CONCLUIDO,SARGENTO SILVIO DELMAR HOLLENBACH,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1096066030887,-30.0179976973303],[-51.1096674676016,-30.0187035220096]]]}",0,0,0,0,0
375,CONCLUIDO,SARGENTO SILVIO DELMAR HOLLENBACH,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1097215180122,-30.019398076444],[-51.1097784973028,-30.0201039041576]]]}",0,0,0,0,0
376,CONCLUIDO,SARGENTO SILVIO DELMAR HOLLENBACH,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1097784973028,-30.0201039041576],[-51.1098465429788,-30.0208570820081]]]}",0,0,0,0,0
377,CONCLUIDO,HOMERO GUERREIRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1226950761828,-30.0057438191488],[-51.1226712103814,-30.0055634256129]]]}",0,0,0,0,0
378,CONCLUIDO,HOMERO GUERREIRO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1227912605922,-30.0065251548829],[-51.1226950761828,-30.0057438191488]]]}",0,0,0,0,0
379,CONCLUIDO,JOAO ANTONIO SILVEIRA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1552229454827,-30.1657687549826],[-51.1548523032384,-30.1657285863828],[-51.1545458381589,-30.1655236495088]]]}",0,0,0,0,1
380,CONCLUIDO,SALDANHA MARINHO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2212918576062,-30.0577708030877],[-51.2196079117623,-30.057915702218]]]}",0,0,0,0,0
381,CONCLUIDO,SALDANHA MARINHO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2196079117623,-30.057915702218],[-51.2181138287483,-30.0580478611935]]]}",0,0,0,0,0
382,CONCLUIDO,GONCALVES DIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2214318232161,-30.0577592917487],[-51.2216357686731,-30.058830155591]]]}",0,0,0,0,0
383,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2181839442647,-30.0572155859168],[-51.2181768751797,-30.0576125082333],[-51.2181138287483,-30.0580478611935]]]}",0,0,0,0,0
384,CONCLUIDO,SALDANHA MARINHO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2214318232161,-30.0577592917487],[-51.2212918576062,-30.0577708030877]]]}",0,0,0,0,0
385,CONCLUIDO,GONCALVES DIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2216357686731,-30.058830155591],[-51.2219698523966,-30.0605649472584]]]}",0,0,0,0,0
386,CONCLUIDO,\N,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2037934706537,-30.0327663924592],[-51.203932954673,-30.0327402513771],[-51.204119027702,-30.0327075702722],[-51.2042569083496,-30.0326856146942]]]}",0,0,0,0,0
